Section,Category,Example
Tools,Desktop computers,
Tools,Mainframe computers,
Tools,Notebook computers,Laptop computers
Tools,Personal computers,
Tools,Photocopiers,Photocopying equipment
Tools,Scanners,Computer data input scanners
Tools,Special purpose telephones,Multi-line telephone systems
