Section,Category,Example
Tools,Desktop computers,
Tools,High capacity removable media drives,Universal serial bus USB flash drives
Tools,Mainframe computers,Supercomputers
Tools,Notebook computers,Laptop computers
Tools,Personal computers,
Tools,Read write digital versatile disc DVD,Optical disk drives
Tools,Scientific calculator,Graphing calculators
